# dataset=strongs/glosses; lang=por; source=strongs_gloss(lexicon)+llm_strongs_glosses(llm); license=see resources/strongs/README.md; date=2026-06-20
strong	lemma	gloss	methods	sources
H4555	מִסְפָּחָה	véu	lexicon	ubs-dict
H4556	מִסְפַּחַת	erupção (da pele)	lexicon	ubs-dict
H4557	מִסְפָּר	relato	lexicon	ubs-dict
H4559	מִסְפֶּרֶת	Misperete	lexicon	ubs-dict
H4560	מָסַר	escolher	lexicon	ubs-dict
H4562	מָסֹרֶת	vínculo	lexicon	ubs-dict
H4563	מִסְתּוֹר	abrigo	lexicon	ubs-dict
H4564	מַסְתֵּר	esconder o rosto	lexicon	ubs-dict
H4565	מִסְתָּר	lugar secreto	lexicon	ubs-dict
H4566	מַעְבָּד	obras	lexicon	ubs-dict
H4568	מַעֲבֶה	molde	lexicon	ubs-dict
H4569	מַעֲבָר	golpe	lexicon	ubs-dict
H4569	מַעֲבָר	passo	lexicon	ubs-dict
H4570	מַעְגָּל	pegada	lexicon	ubs-dict
H4572	מַעֲדַי	Maadai	lexicon	ubs-dict
H4573	מַעֲדְיָה	Maadias	lexicon	ubs-dict
H4574	מַעֲדָן	delícias, manjares, prazer	lexicon	ubs-dict
H4575	מַעֲדַנָּה	cordas	lexicon	ubs-dict
H4576	מַעְדֵּר	enxada	lexicon	ubs-dict
H4578	מֵעֶה	entranhas	lexicon	ubs-dict
H4579	מֵעָה	grão (de areia)	lexicon	ubs-dict
H4580	מָעוֹג	algo cozido	lexicon	ubs-dict
H4581	מָעוֹז	fortaleza	lexicon	ubs-dict
H4582	מָעוֹךְ	Maoque	lexicon	ubs-dict
H4583	מָעוֹן	morada	lexicon	ubs-dict
H4585	מְעוֹנָה	morada	lexicon	ubs-dict
H4586	מְעוּנִי	meunitas	lexicon	ubs-dict
H4587	מְעוֹנֹתַי	Meonotai	lexicon	ubs-dict
H4588	מָעוּף	escuridão	lexicon	ubs-dict
H4589	מָעוֹר	nudez	lexicon	ubs-dict
H4590	מַעַזְיָה	Maazias	lexicon	ubs-dict
H4591	מָעַט	diminuir	lexicon	ubs-dict
H4592	מְעַט	pouco	lexicon	ubs-dict
H4594	מַעֲטֶה	veste	lexicon	ubs-dict
H4595	מַעֲטָפָה	manto	lexicon	ubs-dict
H4597	מָעַי	Maai	lexicon	ubs-dict
H4598	מְעִיל	manto	lexicon	ubs-dict
H4599	מַעְיָן	fonte	lexicon	ubs-dict
H4600	מָעַךְ	apertar	lexicon	ubs-dict
H4601	מַעֲכָה	Maaca	lexicon	ubs-dict
H4601	מַעֲכָה	Maacate	lexicon	ubs-dict
H4602	מַעֲכָתִי	maacatita	lexicon	ubs-dict
H4603	מָעַל	ofender	lexicon	ubs-dict
H4604	מַעַל	infidelidade	lexicon	ubs-dict
H4607	מֹעַל	levantar	lexicon	ubs-dict
H4608	מַעֲלֶה	Gur	lexicon	ubs-dict
H4609	מַעֲלָה	subir	lexicon	ubs-dict
H4611	מַעֲלָל	feito	lexicon	ubs-dict
H4612	מַעֲמָד	cargo	lexicon	ubs-dict
H4613	מׇעֳמָד	lugar onde dá pé	lexicon	ubs-dict
H4614	מַעֲמָסָה	pedra pesada	lexicon	ubs-dict
H4615	מַעֲמָק	profundezas	lexicon	ubs-dict
H4617	מַעֲנֶה	resposta	lexicon	ubs-dict
H4618	מַעֲנָה	sulco	lexicon	ubs-dict
H4619	מַעַץ	Maaz	lexicon	ubs-dict
H4620	מַעֲצֵבָה	dor	lexicon	ubs-dict
H4621	מַעֲצָד	formão	lexicon	ubs-dict
H4622	מַעְצוֹר	domínio próprio	lexicon	ubs-dict
H4624	מַעֲקֶה	parapeito	lexicon	ubs-dict
H4625	מַעֲקָשׁ	lugares acidentados	lexicon	ubs-dict
H4626	מַעַר	espaço vazio	lexicon	ubs-dict
H4627	מַעֲרָב	mercadorias	lexicon	ubs-dict
H4629	מַעֲרֶה	lugar aberto	lexicon	ubs-dict
H4630		fileira	lexicon	ubs-dict
H4631	מְעָרָה	caverna	lexicon	ubs-dict
H4633	מַעֲרָךְ	planos	lexicon	ubs-dict
H4635	מַעֲרֶכֶת	fileira	lexicon	ubs-dict
H4636	מַעֲרֹם	pessoa nu	lexicon	ubs-dict
H4637	מַעֲרָצָה	terror	lexicon	ubs-dict
H4638	מַעֲרָת	Maarate	lexicon	ubs-dict
H4639	מַעֲשֶׂה	obra	lexicon	ubs-dict
H4640	מַעֲשַׂי	Masai	lexicon	ubs-dict
H4641	מַעֲשֵׂיָה	Maaseias	lexicon	ubs-dict
H4642	מַעֲשַׁקָּה	opressão	lexicon	ubs-dict
H4643	מַעֲשֵׂר	um décimo	lexicon	ubs-dict
H4644	מֹף	Mênfis	lexicon	ubs-dict
H4645	מִפְגָּע	alvo	lexicon	ubs-dict
H4646	מַפָּח	o último suspiro	lexicon	ubs-dict
H4647	מַפֻּחַ	fole	lexicon	ubs-dict
H4648	מְפִיבֹשֶׁת	Mefibosete	lexicon	ubs-dict
H4649	מֻפִּים	Mupim	lexicon	ubs-dict
H4650	מֵפִיץ	clava	lexicon	ubs-dict
H4651	מַפָּל	refugo	lexicon	ubs-dict
H4652	מִפְלָאָה	milagre	lexicon	ubs-dict
H4653	מִפְלַגָּה	turno	lexicon	ubs-dict
H4654	מַפָּלָה	ruína	lexicon	ubs-dict
H4655	מִפְלָט	refúgio	lexicon	ubs-dict
H4656	מִפְלֶצֶת	abominável imagem	lexicon	ubs-dict
H4657	מִפְלָשׂ	estender	lexicon	ubs-dict
H4658	מַפֶּלֶת	cadáver	lexicon	ubs-dict
H4659	מִפְעָל	feito	lexicon	ubs-dict
H4660	מַפָּץ	porrete de guerra	lexicon	ubs-dict
H4661	מַפֵּץ	porrete de guerra	lexicon	ubs-dict
H4662	מִפְקָד	recenseamento	lexicon	ubs-dict
H4664	מִפְרָץ	enseada	lexicon	ubs-dict
H4665	מִפְרֶקֶת	pescoço	lexicon	ubs-dict
H4666	מִפְרָשׂ	vela	lexicon	ubs-dict
H4667	מִפְשָׂעָה	nádegas	lexicon	ubs-dict
H4668	מַפְתֵּחַ	chave	lexicon	ubs-dict
H4669	מִפְתָּח	o abrir da boca (da sabedoria, para falar)	lexicon	ubs-dict
H4670	מִפְתָּן	soleira	lexicon	ubs-dict
H4671	מֹץ	palha	lexicon	ubs-dict
H4672	מָצָא	achar	lexicon	ubs-dict
H4673	מַצָּב	lugar onde ficaram parados	lexicon	ubs-dict
H4674	מֻצָּב	torre de ataque	lexicon	ubs-dict
H4675	מַצָּבָה	guarnição	lexicon	ubs-dict
H4676	מַצֵּבָה	toco	lexicon	ubs-dict
H4677	מְצֹבָיָה	mezobaíta	lexicon	ubs-dict
H4679	מְצַד	caça	lexicon	ubs-dict
H4680	מָצָה	espremer	lexicon	ubs-dict
H4681	מֹצָה	Mosa	lexicon	ubs-dict
H4682	מַצָּה	asmo	lexicon	ubs-dict
H4684	מַצְהָלָה	rincho	lexicon	ubs-dict
H4687	מִצְוָה	mandamento	lexicon	ubs-dict
H4688	מְצוֹלָה	cova	lexicon	ubs-dict
H4689	מָצוֹק	angústia	lexicon	ubs-dict
H4690	מָצוּק	coluna	lexicon	ubs-dict
H4691	מְצוּקָה	angústia	lexicon	ubs-dict
H4692	מָצוֹר	angústia	lexicon	ubs-dict
H4694	מְצוּרָה	fortificação	lexicon	ubs-dict
H4695	מַצּוּת	briga	lexicon	ubs-dict
H4696	מֵצַח	testa	lexicon	ubs-dict
H4697	מִצְחָה	caneleira	lexicon	ubs-dict
H4698	מְצִלָּה	campainha	lexicon	ubs-dict
H4700	מְצֵלֶת	címbalos	lexicon	ubs-dict
H4701	מִצְנֶפֶת	turbante	lexicon	ubs-dict
H4702	מַצָּע	leito	lexicon	ubs-dict
H4703	מִצְעָד	os passos (de alguém)	lexicon	ubs-dict
H4705	מִצְעָר	pequeno/a	lexicon	ubs-dict
H4707	מִצְפֶּה	torre	lexicon	ubs-dict
H4709	מִצְפָּה	Mispa	lexicon	ubs-dict
H4710	מִצְפֻּן	tesouro escondido	lexicon	ubs-dict
H4711	מָצַץ	mamar	lexicon	ubs-dict
H4712	מֵצַר	angústia	lexicon	ubs-dict
H4713	מִצְרַיִם	egípcio	lexicon	ubs-dict
H4714		Mizraim	lexicon	ubs-dict
H4715	מִצְרֵף	crisol	lexicon	ubs-dict
H4716	מַק	podridão	lexicon	ubs-dict
H4717	מַקָּבָה	martelo	lexicon	ubs-dict
H4719	מַקֵּדָה	Maquedá	lexicon	ubs-dict
H4720	מִקְדָּשׁ	parte sagrada	lexicon	ubs-dict
H4721	מַקְהֵל	assembléia	lexicon	ubs-dict
H4722	מַקְהֵלֹת	Maquelote	lexicon	ubs-dict
H4723	מִקְוֶה	Kue	lexicon	ubs-dict
H4723	מִקְוֶה	esperança	lexicon	ubs-dict
H4724	מִקְוָה	reservatório (para água)	lexicon	ubs-dict
H4725	מָקוֹם	lugar	lexicon	ubs-dict
H4726	מָקוֹר	fonte	lexicon	ubs-dict
H4727	מִקָּח	tomada de, recepção de (alguma coisa)	lexicon	ubs-dict
H4728	מַקָּחָה	mercadorias	lexicon	ubs-dict
H4729	מִקְטָר	queimar	lexicon	ubs-dict
H4730	מִקְטֶרֶת	incensário	lexicon	ubs-dict
H4731	מַקֵּל	galho	lexicon	ubs-dict
H4732	מִקְלוֹת	Miclote	lexicon	ubs-dict
H4733	מִקְלָט	refúgio	lexicon	ubs-dict
H4734	מִקְלַעַת	entalhes	lexicon	ubs-dict
H4735	מִקְנֶה	posse	lexicon	ubs-dict
H4736	מִקְנָה	compra	lexicon	ubs-dict
H4737	מִקְנֵיָהוּ	Micnéias	lexicon	ubs-dict
H4738	מִקְסָם	adivinhações	lexicon	ubs-dict
H4739	מָקַץ	Macaz	lexicon	ubs-dict
H4740	מַקְצוֹעַ	canto	lexicon	ubs-dict
H4741	מַקְצֻעָה	plaina	lexicon	ubs-dict
H4742	מְקֻצְעָה	raspar	lexicon	ubs-dict
H4743	מָקַק	apodrecer	lexicon	ubs-dict
H4744	מִקְרָא	assembléia	lexicon	ubs-dict
H4745	מִקְרֶה	acaso, por acaso	lexicon	ubs-dict
H4746	מְקָרֶה	telhado	lexicon	ubs-dict
H4747	מְקֵרָה	frescor	lexicon	ubs-dict
H4748	מִקְשֶׁה	belos penteados	lexicon	ubs-dict
H4749	מִקְשָׁה	(metal) batido	lexicon	ubs-dict
H4751	מַר	gota	lexicon	ubs-dict
H4753	מֹר	mirra	lexicon	ubs-dict
H4754	מָרָא	ser rebelde	lexicon	ubs-dict
H4755	מָרָא	Mara	lexicon	ubs-dict
H4757	מְרֹאדַךְ בַּלְאָדָן	Merodaque-Baladã	lexicon	ubs-dict
H4758	מַרְאֶה	aparência	lexicon	ubs-dict
H4759	מַרְאָה	visão	lexicon	ubs-dict
H4760	מֻרְאָה	papo	lexicon	ubs-dict
H4761	מַרְאָשָׁה	cabeceira	lexicon	ubs-dict
H4762	מַרְאֵשָׁה	Maressa	lexicon	ubs-dict
H4764	מֵרָב	Merabe	lexicon	ubs-dict
H4765	מַרְבַד	manta	lexicon	ubs-dict
H4766	מַרְבֶה	muito	lexicon	ubs-dict
H4767	מִרְבָּה	muito	lexicon	ubs-dict
H4768	מַרְבִּית	maior parte	lexicon	ubs-dict
H4769	מַרְבֵּץ	local de repouso (para animais)	lexicon	ubs-dict
H4770	מַרְבֵּק	curral	lexicon	ubs-dict
H4771	מַרְגּוֹעַ	descanso	lexicon	ubs-dict
H4772	מַרְגְלָה	pés	lexicon	ubs-dict
H4773	מַרְגֵּמָה	funda	lexicon	ubs-dict
H4774	מַרְגֵּעָה	descanso	lexicon	ubs-dict
H4775	מָרַד	rebelar-se	lexicon	ubs-dict
H4777	מֶרֶד	rebelião	lexicon	ubs-dict
H4780	מַרְדּוּת	rebelde	lexicon	ubs-dict
H4781	מְרֹדָךְ	Merodaque	lexicon	ubs-dict
H4782	מׇרְדְּכַי	Mordecai	lexicon	ubs-dict
H4784	מָרָה	rebelar-se	lexicon	ubs-dict
H4785	מָרָה	Mara	lexicon	ubs-dict
H4786	מֹרָה	amargura	lexicon	ubs-dict
H4788	מָרוּד	aflição	lexicon	ubs-dict
H4789	מֵרוֹז	Meroz	lexicon	ubs-dict
H4790	מְרוֹחַ	contundido	lexicon	ubs-dict
H4791	מָרוֹם	crescer	lexicon	ubs-dict
H4792	מֵרוֹם	Merom	lexicon	ubs-dict
H4793	מֵרוֹץ	corrida	lexicon	ubs-dict
H4794	מְרוּצָה	correr	lexicon	ubs-dict
H4795	מָרוּק	tratamento de beleza	lexicon	ubs-dict
H4796	מָרוֹת	Marote	lexicon	ubs-dict
H4797	מִרְזַח	festa	lexicon	ubs-dict
H4799	מָרַח	aplicar	lexicon	ubs-dict
H4800	מֶרְחָב	vasta (campina)	lexicon	ubs-dict
H4801	מֶרְחָק	distante	lexicon	ubs-dict
H4802	מַרְחֶשֶׁת	panela	lexicon	ubs-dict
H4803	מָרַט	queda de cabelo	lexicon	ubs-dict
H4805	מְרִי	rebelde	lexicon	ubs-dict
H4806	מְרִיא	cevado	lexicon	ubs-dict
H4807	מְרִיב בַּעַל	Meribe-Baal	lexicon	ubs-dict
H4808	מְרִיבָה	disputa	lexicon	ubs-dict
H4811	מְרָיָה	Meraías	lexicon	ubs-dict
H4812	מְרָיוֹת	Meraiote	lexicon	ubs-dict
H4813	מִרְיָם	Míriam	lexicon	ubs-dict
H4814	מְרִירוּת	amargura	lexicon	ubs-dict
H4815	מְרִירִי	amarga	lexicon	ubs-dict
H4816	מֹרֶךְ	ansiedade	lexicon	ubs-dict
H4817	מֶרְכָּב	carros	lexicon	ubs-dict
H4818	מֶרְכָּבָה	carruagem	lexicon	ubs-dict
H4819	מַרְכֹּלֶת	mercado	lexicon	ubs-dict
H4820	מִרְמָה	engano	lexicon	ubs-dict
H4822	מְרֵמוֹת	Meremote	lexicon	ubs-dict
H4823	מִרְמָס	pisotear	lexicon	ubs-dict
H4824	מֵרֹנֹתִי	meronotita	lexicon	ubs-dict
H4825	מֶרֶס	Meres	lexicon	ubs-dict
H4826	מַרְסְנָא	Marsena	lexicon	ubs-dict
H4827	מֵרַע	praticar o mal	lexicon	ubs-dict
H4828	מֵרֵעַ	amigo/a	lexicon	ubs-dict
H4829	מִרְעֶה	pastos	lexicon	ubs-dict
H4830	מִרְעִית	pastos	lexicon	ubs-dict
H4831	מַרְעֲלָה	Marala	lexicon	ubs-dict
H4832	מַרְפֵּא	sarar	lexicon	ubs-dict
H4833	מִרְפָּשׂ	enlamear	lexicon	ubs-dict
H4834	מָרַץ	ser doloroso	lexicon	ubs-dict
H4836	מַרְצֵעַ	sovela	lexicon	ubs-dict
H4837	מַרְצֶפֶת	pavimento	lexicon	ubs-dict
H4838	מָרַק	esfregar	lexicon	ubs-dict
H4839	מָרָק	caldo	lexicon	ubs-dict
H4840	מֶרְקָח	ervas aromáticas	lexicon	ubs-dict
H4841	מֶרְקָחָה	temperos	lexicon	ubs-dict
H4842	מִרְקַחַת	mistura aromática	lexicon	ubs-dict
H4843	מָרַר	ter gosto amargo	lexicon	ubs-dict
H4844	מְרֹר	ervas margas	lexicon	ubs-dict
H4845	מְרֵרָה	bílis	lexicon	ubs-dict
H4846	מְרֹרָה	vesícula	lexicon	ubs-dict
H4847	מְרָרִי	Merari	lexicon	ubs-dict
H4849	מִרְשַׁעַת	mulher má	lexicon	ubs-dict
H4850	מְרָתַיִם	Merataim	lexicon	ubs-dict
H4851	מַשׁ	Más	lexicon	ubs-dict
H4852	מֵשָׁא	Messa	lexicon	ubs-dict
H4853	מַשָּׂא	desejo do coração	lexicon	ubs-dict
H4855	מַשָּׁא	dívida	lexicon	ubs-dict
H4856	מַשֹּׂא	parcialidade	lexicon	ubs-dict
H4857	מַשְׁאָב	bebedouros	lexicon	ubs-dict
H4858	מַשָּׂאָה	que sobe (fumaça)	lexicon	ubs-dict
H4859	מַשָּׁאָה	empréstimo	lexicon	ubs-dict
H4860	מַשָּׁאוֹן	engano	lexicon	ubs-dict
H4861	מִשְׁאָל	Misal	lexicon	ubs-dict
H4862	מִשְׁאָלָה	pedido	lexicon	ubs-dict
H4863	מִשְׁאֶרֶת	amassadeira	lexicon	ubs-dict
H4864	מַשְׂאֵת	assumir responsabilidade	lexicon	ubs-dict
H4865	מִשְׁבְּצָה	encaixe	lexicon	ubs-dict
H4866	מִשְׁבֵּר	boca do ventre	lexicon	ubs-dict
H4867	מִשְׁבָּר	onda	lexicon	ubs-dict
H4868	מִשְׁבָּת	fim	lexicon	ubs-dict
H4869	מִשְׂגָּב	refúgio	lexicon	ubs-dict
H4870	מִשְׁגֶּה	erro	lexicon	ubs-dict
H4871	מָשָׁה	tirar de	lexicon	ubs-dict
H4872	מֹשֶׁה	Moisés	lexicon	ubs-dict
H4874	מַשֶּׁה	empréstimo	lexicon	ubs-dict
H4875	מְשׁוֹאָה	desolação	lexicon	ubs-dict
H4876	מַשּׁוּאָה	ruínas	lexicon	ubs-dict
H4877	מְשׁוֹבָב	Mesobabe	lexicon	ubs-dict
H4878	מְשׁוּבָה	abandono	lexicon	ubs-dict
H4879	מְשׁוּגָה	erro	lexicon	ubs-dict
H4880	מָשׁוֹט	remo	lexicon	ubs-dict
H4881	מְשׂוּכָה	sebe de espinhos	lexicon	ubs-dict
H4882		despojo	lexicon	ubs-dict
H4883	מַשּׂוֹר	serra	lexicon	ubs-dict
H4884	מְשׂוּרָה	medida (de líquidos)	lexicon	ubs-dict
H4885	מָשׂוֹשׂ	alegria	lexicon	ubs-dict
H4886	מָשַׁח	passar	lexicon	ubs-dict
H4888	מִשְׁחָה	(óleo de) unção	lexicon	ubs-dict
H4888	מִשְׁחָה	unção	lexicon	ubs-dict
H4889	מַשְׁחִית	destruição	lexicon	ubs-dict
H4890	מִשְׂחַק	zombar de	lexicon	ubs-dict
H4891	מִשְׁחָר	aurora	lexicon	ubs-dict
H4892	מַשְׁחֵת	arma destruidora	lexicon	ubs-dict
H4893	מִשְׁחָת	defeito	lexicon	ubs-dict
H4894	מִשְׁטוֹחַ	lugar de secar redes	lexicon	ubs-dict
H4895	מַשְׂטֵמָה	guardar rancor (contra alguém)	lexicon	ubs-dict
H4896	מִשְׁטָר	autoridade	lexicon	ubs-dict
H4897	מֶשִׁי	roupas caras	lexicon	ubs-dict
H4898	מְשֵׁיזַבְאֵל	Mesezabel	lexicon	ubs-dict
H4899	מָשִׁיחַ	(o) ungido	lexicon	ubs-dict
H4900	מָשַׁךְ	ser alto	lexicon	ubs-dict
H4901	מֶשֶׁךְ	bolsa	lexicon	ubs-dict
H4904	מִשְׁכָּב	sesta	lexicon	ubs-dict
H4905	מַשְׂכִּיל	masquil	lexicon	ubs-dict
H4906	מַשְׂכִּית	imagem	lexicon	ubs-dict
H4908	מִשְׁכָּן	casa	lexicon	ubs-dict
H4909	מַשְׂכֹּרֶת	salário	lexicon	ubs-dict
H4910	מָשַׁל	ser semelhante	lexicon	ubs-dict
H4912	מָשָׁל	dito	lexicon	ubs-dict
H4915	מֹשֶׁל	comparável	lexicon	ubs-dict
H4916	מִשְׁלוֹחַ	empreendimento	lexicon	ubs-dict
H4916	מִשְׁלוֹחַ	mandar (presentes)	lexicon	ubs-dict
H4917	מִשְׁלַחַת	escape	lexicon	ubs-dict
H4918	מְשֻׁלָּם	Mesulão	lexicon	ubs-dict
H4919	מְשִׁלֵּמוֹת	Mesilemote	lexicon	ubs-dict
H4920	מְשֶׁלֶמְיָה	Meselemias	lexicon	ubs-dict
H4921	מְשִׁלֵּמִית	Mesilemite	lexicon	ubs-dict
H4922	מְשֻׁלֶּמֶת	Mesulemete	lexicon	ubs-dict
H4923	מְשַׁמָּה	desolação	lexicon	ubs-dict
H4924	מַשְׁמָן	comida boa	lexicon	ubs-dict
H4924	מַשְׁמָן	gordura	lexicon	ubs-dict
H4924	מַשְׁמָן	rica	lexicon	ubs-dict
H4925	מִשְׁמַנָּה	Mismana	lexicon	ubs-dict
H4926	מִשְׁמָע	notícias	lexicon	ubs-dict
H4928	מִשְׁמַעַת	súditos	lexicon	ubs-dict
H4929	מִשְׁמָר	prisão	lexicon	ubs-dict
H4931	מִשְׁמֶרֶת	guardar	lexicon	ubs-dict
H4932	מִשְׁנֶה	em dobro	lexicon	ubs-dict
H4934	מִשְׁעוֹל	caminho	lexicon	ubs-dict
H4935	מִשְׁעִי	limpar	lexicon	ubs-dict
H4936	מִשְׁעָם	Misã	lexicon	ubs-dict
H4937	מִשְׁעֵן	amparo	lexicon	ubs-dict
H4937	מִשְׁעֵן	suprimento	lexicon	ubs-dict
H4938	מִשְׁעֵנָה	bordão	lexicon	ubs-dict
H4939	מִשְׂפָּח	feridas	lexicon	ubs-dict
H4940	מִשְׁפָּחָה	gênero	lexicon	ubs-dict
H4941	מִשְׁפָּט	causa	lexicon	ubs-dict
H4942	מִשְׁפָּת	currais de ovelhas	lexicon	ubs-dict
H4943	מֶשֶׁק	herdeiro	lexicon	ubs-dict
H4944	מַשָּׁק	saltar sobre	lexicon	ubs-dict
H4945	מַשְׁקֶה	bebida	lexicon	ubs-dict
H4946	מִשְׁקוֹל	pesar	lexicon	ubs-dict
H4947	מַשְׁקוֹף	verga	lexicon	ubs-dict
H4948	מִשְׁקָל	peso	lexicon	ubs-dict
H4949	מִשְׁקֶלֶת	prumo	lexicon	ubs-dict
H4950	מִשְׁקָע	água limpa	lexicon	ubs-dict
H4951	מִשְׂרָה	ter domínio	lexicon	ubs-dict
H4952	מִשְׁרָה	suco (de frutas)	lexicon	ubs-dict
H4954	מִשְׁרָעִי	misraeus	lexicon	ubs-dict
H4955	מִשְׂרָפָה	queima	lexicon	ubs-dict
H4956	מִשְׂרְפוֹת מַיִם	Misrefote-Maim	lexicon	ubs-dict
H4957	מַשְׂרֵקָה	Masreca	lexicon	ubs-dict
H4958	מַשְׂרֵת	assadeira	lexicon	ubs-dict
H4959	מָשַׁשׁ	tocar	lexicon	ubs-dict
H4960	מִשְׁתֶּה	beber	lexicon	ubs-dict
H4962	מַת	povos	lexicon	ubs-dict
H4963	מַתְבֵּן	palha	lexicon	ubs-dict
H4964	מֶתֶג	freio	lexicon	ubs-dict
H4966	מָתוֹק	doçura	lexicon	ubs-dict
H4967	מְתוּשָׁאֵל	Metusael	lexicon	ubs-dict
H4968	מְתוּשֶׁלַח	Matusalém, Metussela	lexicon	ubs-dict
H4969	מָתַח	desenrolar	lexicon	ubs-dict
H4970	מָתַי	quando?	lexicon	ubs-dict
H4971	מַתְכֹנֶת	número	lexicon	ubs-dict
H4974	מְתֹם	parte sã	lexicon	ubs-dict
H4975	מֹתֶן	cintura	lexicon	ubs-dict
H4976	מַתָּן	presente	lexicon	ubs-dict
H4979	מַתָּנָה	presente	lexicon	ubs-dict
H4981	מִתְנִי	mitenita	lexicon	ubs-dict
H4982	מַתְּנַי	Matenai	lexicon	ubs-dict
H4983	מַתַּנְיָה	Matanias	lexicon	ubs-dict
H4985	מָתַק	ser gostoso	lexicon	ubs-dict
H4986	מֶתֶק	agradável	lexicon	ubs-dict
H4987	מֹתֶק	doçura	lexicon	ubs-dict
H4989	מִתְקָה	Mitca	lexicon	ubs-dict
H4990	מִתְרְדָת	Mitredate	lexicon	ubs-dict
H4991	מַתָּת	presente	lexicon	ubs-dict
H4992	מַתַּתָּה	Matatá	lexicon	ubs-dict
H4993	מַתִּתְיָה	Matitias	lexicon	ubs-dict
H4996	נֹא	Nô	lexicon	ubs-dict
H4997	נֹאד	odre	lexicon	ubs-dict
H4998	נָאָה	ser bonito/a	lexicon	ubs-dict
H4999	נָאָה	habitação	lexicon	ubs-dict
H5000	נָאוֶה	bela/o	lexicon	ubs-dict
H5001	נָאַם	dizer	lexicon	ubs-dict
H5002	נְאֻם	declaração	lexicon	ubs-dict
H5003	נָאַף	cometer adultério	lexicon	ubs-dict
H5004	נִאֻף	adultério	lexicon	ubs-dict
H5005	נַאֲפוּף	adultério	lexicon	ubs-dict
H5006	נָאַץ	desprezar	lexicon	ubs-dict
H5007	נְאָצָה	desrespeito	lexicon	ubs-dict
H5007	נְאָצָה	humilhação	lexicon	ubs-dict
H5008	נָאַק	gemer	lexicon	ubs-dict
H5009	נְאָקָה	gemido	lexicon	ubs-dict
H5010	נָאַר	rejeitar	lexicon	ubs-dict
H5011	נֹב	Nobe	lexicon	ubs-dict
H5012	נָבָא	profetizar	lexicon	ubs-dict
H5014	נָבַב	oco	lexicon	ubs-dict
H5015	נְבוֹ	Nebo	lexicon	ubs-dict
H5016	נְבוּאָה	profecia	lexicon	ubs-dict
H5018	נְבוּזַרְאֲדָן	Nebuzaradã	lexicon	ubs-dict
H5019	נְבוּכַדְנֶאצַּר	Nabucodonosor	lexicon	ubs-dict
H5021	נְבוּשַׁזְבָּן	Nebusazbã	lexicon	ubs-dict
H5022	נָבוֹת	Nabote	lexicon	ubs-dict
H5024	נָבַח	latir	lexicon	ubs-dict
H5025	נֹבַח	Noba	lexicon	ubs-dict
H5026	נִבְחַז	Nibaz	lexicon	ubs-dict
H5027	נָבַט	olhar	lexicon	ubs-dict
H5028	נְבָט	Nebate	lexicon	ubs-dict
H5030	נָבִיא	profeta	lexicon	ubs-dict
H5031	נְבִיאָה	profetisa	lexicon	ubs-dict
H5032	נְבָיוֹת	Nebaiote	lexicon	ubs-dict
H5033	נֵבֶךְ	nascente	lexicon	ubs-dict
H5034	נָבֵל	murchar	lexicon	ubs-dict
H5035	נֶבֶל	odre	lexicon	ubs-dict
H5036	נָבָל	tolo	lexicon	ubs-dict
H5038	נְבֵלָה	cadáver	lexicon	ubs-dict
H5039	נְבָלָה	desrespeito	lexicon	ubs-dict
H5040	נַבְלוּת	vergonhas	lexicon	ubs-dict
H5041	נְבַלָּט	Nebalate	lexicon	ubs-dict
H5042	נָבַע	jorrar	lexicon	ubs-dict
H5044	נִבְשָׁן	Nibsã	lexicon	ubs-dict
H5045	נֶגֶב	Neguebe	lexicon	ubs-dict
H5046	נָגַד	dizer	lexicon	ubs-dict
H5050	נָגַהּ	resplandecer	lexicon	ubs-dict
H5051	נֹגַהּ	brilho	lexicon	ubs-dict
H5054	נְגֹהָה	resplendor	lexicon	ubs-dict
H5055	נָגַח	chifrar	lexicon	ubs-dict
H5056	נַגָּח	ter o costume de chifrar	lexicon	ubs-dict
H5057	נָגִיד	governador	lexicon	ubs-dict
H5058	נְגִינָה	instrumento de cordas	lexicon	ubs-dict
H5059	נָגַן	tocar	lexicon	ubs-dict
H5060	נָגַע	tocar	lexicon	ubs-dict
H5061	נֶגַע	praga	lexicon	ubs-dict
H5062	נָגַף	machucar o pé (contra alguma coisa) > tropeçar	lexicon	ubs-dict
H5063	נֶגֶף	pedra de tropeço	lexicon	ubs-dict
H5064	נָגַר	torrente	lexicon	ubs-dict
H5065	נָגַשׂ	feitor	lexicon	ubs-dict
H5066	נָגַשׁ	tocar	lexicon	ubs-dict
H5067	נֵד	montão (de água)	lexicon	ubs-dict
H5068	נָדַב	impelir	lexicon	ubs-dict
H5070	נָדָב	Nadabe	lexicon	ubs-dict
H5071	נְדָבָה	disposição voluntária	lexicon	ubs-dict
H5072	נְדַבְיָה	Nedabias	lexicon	ubs-dict
H5074	נָדַד	fugir	lexicon	ubs-dict
H5076	נָדֻד	remexer-se	lexicon	ubs-dict
H5077	נָדָה	expulsar	lexicon	ubs-dict
H5078	נֵדֶה	pagamento	lexicon	ubs-dict
H5079	נִדָּה	impureza	lexicon	ubs-dict
H5080	נָדַח	levantar	lexicon	ubs-dict
H5081	נָדִיב	disposto	lexicon	ubs-dict
H5082	נְדִיבָה	honra	lexicon	ubs-dict
H5083	נָדָן	bainha	lexicon	ubs-dict
H5086	נָדַף	levar	lexicon	ubs-dict
H5087	נָדַר	fazer um voto	lexicon	ubs-dict
